"nspnID","invOpen.bsl","respMag.bsl","respAng.bsl","invTotContr.bsl","invTotAssets.bsl","invOpen.fu1","respMag.fu1","respAng.fu1","invTotContr.fu1","invTotAssets.fu1","invOpen.fu2","respMag.fu2","respAng.fu2","invTotContr.fu2","invTotAssets.fu2"
21436,11,0.046,-94.701,115,214,NA,NA,NA,NA,NA,10,0.262,-131.234,91,209
21600,5,0.305,-137.939,50,204,NA,NA,NA,NA,NA,3,0.202,-135,5,198
21634,15,0.317,-143.375,51,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21659,11,0.236,-160.262,92,211,NA,NA,NA,NA,NA,5,0.233,-160.976,54,220
21691,18,0.357,-150.101,108,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21717,10,0.105,-90,100,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21733,2,0.537,-135.364,20,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21741,20,0.179,-143.051,180,280,NA,NA,NA,NA,NA,10,0.02,-111.29,169,286
21758,20,0.107,-90,200,284,NA,NA,NA,NA,NA,20,0.107,-90,200,284
21816,10,0.351,-155.714,53,196,NA,NA,NA,NA,NA,10,0.084,-148.39,150,262
21931,12,0.422,-138.191,50,202,NA,NA,NA,NA,NA,13,0.08,-116.743,114,221
22020,20,0.107,-90,200,284,NA,NA,NA,NA,NA,15,0.136,-177.851,132,206
22053,14,0.043,-118.436,126,221,NA,NA,NA,NA,NA,15,0.089,-24.098,153,247
22129,12,0.153,-94.006,98,196,NA,NA,NA,NA,NA,10,0.156,-152.672,74,209
22152,10,0.027,-93.809,162,270,NA,NA,NA,NA,NA,20,0.107,-90,200,284
22160,10,0.403,-2.798,160,244,NA,NA,NA,NA,NA,10,0.31,2.293,179,283
22186,15,0.126,-92.442,114,206,NA,NA,NA,NA,NA,14,0.221,-152.943,109,179
22202,12,0.062,-20.057,139,252,NA,NA,NA,NA,NA,5,0.115,-57.759,102,215
22236,14,0.177,-12.48,144,237,NA,NA,NA,NA,NA,10,0.204,-159.351,65,196
22277,5,0.128,-26.703,124,221,NA,NA,NA,NA,NA,20,0.107,-90,200,284
22335,6,0.342,-137.841,60,200,NA,NA,NA,NA,NA,20,0.548,-139.095,122,236
22418,10,0.074,-92.453,109,206,NA,NA,NA,NA,NA,15,0.124,-112.783,123,213
22442,9,0.176,-72.731,99,203,NA,NA,NA,NA,NA,4,0.118,-142.41,59,208
22467,17,0.1,-142.17,129,229,NA,NA,NA,NA,NA,2,0.038,-80.325,95,208
22525,11,0.146,-27.513,136,237,NA,NA,NA,NA,NA,5,0.12,-1.18,114,271
22558,12,0.09,-28.403,132,233,NA,NA,NA,NA,NA,20,0.26,-7.758,193,299
22566,15,0.211,-17.189,145,230,15,0.083,-14.587,152,259,15,0.05,-45.951,142,236
22640,20,0.107,-90,200,284,NA,NA,NA,NA,NA,20,0.107,-90,200,284
22715,10,0.05,-101.52,107,215,NA,NA,NA,NA,NA,10,0.144,-32.455,115,212
22723,5,0.236,-149.525,41,206,NA,NA,NA,NA,NA,5,0.285,-138.022,67,201
22822,15,0.421,-154.885,65,206,NA,NA,NA,NA,NA,20,0.108,-93.808,179,279
22830,8,0.241,-9.649,125,230,NA,NA,NA,NA,NA,8,0.327,-131.406,80,196
22863,5,0.143,-14.057,117,233,10,0.159,-138.494,80,194,10,0.238,-102.081,103,192
22871,5,0.091,-181.327,109,201,NA,NA,NA,NA,NA,12,0.105,-126.294,104,213
22889,20,0.107,-90,200,284,NA,NA,NA,NA,NA,10,0.264,-140.153,92,202
22897,6,0.172,-122.779,48,192,5,0.288,-119.768,47,204,10,0.489,-145.888,58,187
22905,11,0.04,-76.441,116,235,NA,NA,NA,NA,NA,12,0.217,-9.284,145,223
22913,20,0.192,-21.395,185,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22996,8,0.259,-10.082,124,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23077,5,0.185,-83.924,83,210,NA,NA,NA,NA,NA,8,0.124,-87.369,102,209
23150,20,0.179,-143.051,180,280,20,0.297,-147.408,165,281,20,0.147,-165.848,160,285
23168,10,0.135,-34.012,115,216,NA,NA,NA,NA,NA,8,0.212,-36.227,101,218
23176,5,0.173,-107.424,81,204,NA,NA,NA,NA,NA,10,0.374,-136.474,78,192
23192,20,0.041,-87.757,188,287,19,0.225,-97.554,93,191,NA,NA,NA,NA,NA
23218,19,0.093,-139.941,189,266,NA,NA,NA,NA,NA,20,0.196,-10.637,195,294
23275,12,0.077,-91.63,108,225,9,0.1,-119.287,94,203,5,0.083,-96.097,84,215
23283,10,0.148,-14.715,145,246,NA,NA,NA,NA,NA,10,0.178,-139.396,90,202
23317,13,0.068,-37.565,124,224,NA,NA,NA,NA,NA,10,0.11,-152.134,103,215
23341,15,0.395,-5.259,160,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23390,10,0.138,-129.383,86,201,NA,NA,NA,NA,NA,12,0.115,-89.593,85,209
23416,18,0.464,-3.55,186,269,NA,NA,NA,NA,NA,20,0.105,-39.8,129,250
23499,5,0.096,-73.843,90,213,5,0.284,-0.598,142,267,15,0.137,-21.296,191,267
23523,5,0.145,-19.174,122,242,5,0.308,-146.387,59,197,10,0.31,-133.303,57,189
23531,10,0.129,-80.991,106,210,NA,NA,NA,NA,NA,10,0.047,-136.051,87,231
23580,10,0.109,-115.712,84,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23648,5,0.355,-127.075,42,198,NA,NA,NA,NA,NA,2,0.616,-138.348,29,195
23713,7,0.4,-171.421,36,197,NA,NA,NA,NA,NA,10,0.443,-165.324,42,200
23747,5,0.13,-131.163,80,215,NA,NA,NA,NA,NA,5,0.084,-70.354,111,231
23762,5,0.217,-117.966,73,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23838,8,0.141,-22.088,148,240,NA,NA,NA,NA,NA,17,0.057,-120,130,222
23986,13,0.097,-48.606,137,228,NA,NA,NA,NA,NA,8,0.087,-36.322,100,222
24059,9,0.319,-0.317,153,257,NA,NA,NA,NA,NA,20,0.318,-8.26,184,289
24067,10,0.132,-54.796,100,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24091,5,0.222,-10.583,135,255,10,0.392,-144.437,59,204,10,0.083,-71.217,130,223
24125,8,0.226,-24.83,120,220,NA,NA,NA,NA,NA,10,0.076,-91.617,114,211
24190,5,0.392,-7.215,148,251,10,0.08,-55.012,114,232,10,0.272,-7.839,149,254
24216,5,0.172,-132.037,64,202,NA,NA,NA,NA,NA,5,0.12,-87.029,76,203
24224,4,0.34,-126.327,39,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24281,5,0.218,-127.301,71,195,NA,NA,NA,NA,NA,13,0.157,-77.582,108,216
24307,5,0.149,-19.614,90,228,NA,NA,NA,NA,NA,15,0.051,-101.26,127,236
24349,10,0.193,-149.926,65,204,NA,NA,NA,NA,NA,4,0.285,-121.139,51,180
24356,4,0.229,-146.514,43,195,4,0.34,-135.191,68,196,10,0.274,-146.055,56,203
24406,10,0.214,1.723,143,266,NA,NA,NA,NA,NA,10,0.153,-147.976,87,193
24414,10,0.09,-84.665,105,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24430,5,0.064,-85.889,84,210,20,0.107,-90,200,284,20,0.107,-90,200,284
24463,7,0.068,-71.753,95,201,NA,NA,NA,NA,NA,5,0.209,-8.147,144,241
24471,1,0.115,-105.948,49,187,15,0.17,-32.726,170,247,5,0.353,-133.06,38,208
24489,12,0.317,-2.841,164,258,NA,NA,NA,NA,NA,5,0.131,-111.292,86,217
24604,20,0.254,-169.675,145,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24711,4,0.337,-120.311,48,181,NA,NA,NA,NA,NA,4,0.048,-58.907,87,217
24752,15,0.224,-37.982,135,218,NA,NA,NA,NA,NA,13,0.121,-167.505,94,224
24828,10,0.145,-13.544,172,260,NA,NA,NA,NA,NA,20,0.179,-143.051,180,280
24836,20,0.357,-6.887,191,297,NA,NA,NA,NA,NA,20,0.189,-16.787,161,264
24844,10,0.105,-102.932,80,205,NA,NA,NA,NA,NA,5,0.067,-90.58,86,215
24851,15,0.292,-11.941,160,257,NA,NA,NA,NA,NA,10,0.205,-149.925,53,200
24885,5,0.288,-129.973,62,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24927,5,0.109,-118.002,94,208,NA,NA,NA,NA,NA,7,0.234,-116.272,64,178
24935,15,0.111,-159.572,124,245,NA,NA,NA,NA,NA,10,0.085,-11.697,150,248
24943,12,0.242,-114.164,85,191,NA,NA,NA,NA,NA,10,0.098,-116.65,87,214
24976,10,0.116,-65.759,113,213,10,0.06,-90,168,275,20,0.179,-143.051,180,280
25007,15,0.118,-108.179,114,217,NA,NA,NA,NA,NA,13,0.087,-98.867,111,212
25064,3,0.299,-160.201,26,194,NA,NA,NA,NA,NA,10,0.242,-116.662,81,205
25072,10,0.326,-133.832,72,183,NA,NA,NA,NA,NA,10,0.403,-138.682,55,191
25098,15,0.446,-166.065,75,203,NA,NA,NA,NA,NA,15,0.282,-155.094,123,224
25148,7,0.192,-101.522,66,184,NA,NA,NA,NA,NA,5,0.246,-141.697,49,203
25262,7,0.147,-102.218,81,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25338,10,0.108,-123.746,111,209,NA,NA,NA,NA,NA,20,0.113,-108.386,195,277
25353,12,0.085,-110.952,112,213,NA,NA,NA,NA,NA,10,0.034,-58.796,123,225
25387,1,0.376,-147.807,21,198,NA,NA,NA,NA,NA,2,0.202,-135,4,198
25395,13,0.073,-145.832,103,203,NA,NA,NA,NA,NA,12,0.226,-134.847,121,228
25403,4,0.265,-143.009,46,199,NA,NA,NA,NA,NA,5,0.25,-127.449,45,204
25445,10,0.095,-124.913,101,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25460,3,0.24,-144.682,42,195,NA,NA,NA,NA,NA,8,0.097,-38.241,117,205
25502,10,0.339,-152.27,60,203,NA,NA,NA,NA,NA,4,0.439,-166.185,31,197
25510,10,0.187,-90.624,83,195,13,0.218,-2.038,150,251,15,0.172,-5.402,154,256
25544,7,0.1,-75.48,97,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25569,10,0.285,-4.515,170,269,NA,NA,NA,NA,NA,20,0.107,-90,200,284
25619,7,0.26,-109.744,67,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25684,10,0.26,-11.87,136,235,NA,NA,NA,NA,NA,10,0.496,-144.749,57,195
25742,10,0.291,2.105,163,257,NA,NA,NA,NA,NA,10,0.311,-9.584,163,248
25890,10,0.075,-9.492,142,242,NA,NA,NA,NA,NA,20,0.179,-143.051,180,280
26005,10,0.172,-153.882,125,209,NA,NA,NA,NA,NA,10,0.054,-118.413,99,223
26047,7,0.39,-114.115,63,183,NA,NA,NA,NA,NA,8,0.108,-81.083,93,217
26138,6,0.321,-123.154,56,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26153,4,0.203,-128.174,44,189,NA,NA,NA,NA,NA,2,0.217,-83.255,44,187
26161,11,0.082,-100.365,84,211,NA,NA,NA,NA,NA,6,0.141,-123.185,76,204
26328,4,0.317,-13.13,111,206,NA,NA,NA,NA,NA,8,0.193,-129.307,73,195
26351,12,0.088,-60.13,133,235,NA,NA,NA,NA,NA,12,0.092,-38.955,176,234
26401,11,0.166,-0.26,150,258,NA,NA,NA,NA,NA,10,0.288,-142.481,45,197
26476,15,0.15,-27.523,140,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26500,8,0.1,-98.581,77,207,NA,NA,NA,NA,NA,5,0.166,-118.664,78,200
26518,2,0.406,-95.144,54,176,NA,NA,NA,NA,NA,2,0.336,-95.886,79,210
26526,8,0.253,-4.435,133,252,NA,NA,NA,NA,NA,5,0.413,-1.899,158,265
26625,8,0.27,-130.415,72,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26633,5,0.216,-124.122,57,205,NA,NA,NA,NA,NA,14,0.402,-108.591,74,181
26690,5,0.286,-18.628,109,242,NA,NA,NA,NA,NA,8,0.239,-40.373,122,215
26724,2,0.356,-127.064,28,189,NA,NA,NA,NA,NA,5,0.121,-135.126,45,210
26740,15,0.343,-3.066,173,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26807,6,0.261,-168.148,52,201,NA,NA,NA,NA,NA,3,0.303,-159.045,37,194
26815,15,0.15,-94.676,134,209,NA,NA,NA,NA,NA,6,0.072,-126.067,75,198
26948,10,0.316,-141.54,61,189,6,0.21,-129.615,47,194,15,0.066,-36.121,153,240
26997,10,0.06,-31.679,124,233,NA,NA,NA,NA,NA,14,0.126,-65.447,116,206
27029,10,0.114,-136.509,90,219,NA,NA,NA,NA,NA,8,0.254,-126.888,81,203
27102,4,0.286,-117.233,50,183,NA,NA,NA,NA,NA,5,0.14,-108.17,62,208
27169,5,0.086,-116.095,80,216,NA,NA,NA,NA,NA,5,0.272,-123.586,62,197
27300,6,0.085,-113.464,82,214,NA,NA,NA,NA,NA,7,0.119,-117.683,70,201
27326,5,0.266,-134.577,66,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27334,10,0.149,-123.626,95,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27433,17,0.046,-108.125,195,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27490,10,0.299,-125.532,87,190,NA,NA,NA,NA,NA,10,0.211,-9.309,132,232
27664,3,0.433,-119.335,58,184,NA,NA,NA,NA,NA,5,0.147,-141.808,82,208
27698,5,0.371,-147.436,62,218,NA,NA,NA,NA,NA,3,0.332,-148.437,46,182
27722,11,0.388,0.14,155,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27797,5,0.229,-112.205,61,195,NA,NA,NA,NA,NA,9,0.119,-113.032,74,201
27813,5,0.242,-124.843,77,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27847,19,0.06,-90,199,275,NA,NA,NA,NA,NA,20,0.107,-90,200,284
27862,5,0.211,-103.354,83,189,NA,NA,NA,NA,NA,5,0.143,-24.47,107,230
28043,7,0.089,-81.027,96,201,NA,NA,NA,NA,NA,6,0.439,-132.716,36,190
28076,5,0.345,-3.498,137,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28092,18,0.075,-161.468,188,274,16,0.04,-110.834,174,265,20,0.179,-143.051,180,280
28142,10,0.399,-119.812,81,181,NA,NA,NA,NA,NA,9,0.104,-137.892,84,206
28399,10,0.063,-98.215,109,209,NA,NA,NA,NA,NA,12,0.148,-136.571,96,209
28431,9,0.236,3.559,148,258,NA,NA,NA,NA,NA,10,0.209,-131.412,66,207
28480,10,0.107,-120.032,102,217,NA,NA,NA,NA,NA,20,0.179,-143.051,180,280
28571,15,0.118,-93.302,133,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28647,12,0.192,-2.702,157,263,NA,NA,NA,NA,NA,12,0.082,-8.888,146,262
28670,10,0.32,-8.758,155,231,NA,NA,NA,NA,NA,10,0.343,-1.08,179,268
28704,12,0.149,-16.337,176,265,NA,NA,NA,NA,NA,15,0.116,-30.087,181,254
28738,10,0.063,-47.742,110,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28746,10,0.134,-148.733,94,210,5,0.04,-53.45,120,225,10,0.197,-112.859,94,191
28787,5,0.352,-155.681,40,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28829,7,0.134,-131.247,79,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29298,11,0.366,0.695,157,281,NA,NA,NA,NA,NA,10,0.079,-94.391,88,200
29447,10,0.245,1.975,179,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29520,15,0.069,-108.008,123,224,NA,NA,NA,NA,NA,15,0.045,-137.521,159,256
29538,15,0.2,-11.773,165,257,NA,NA,NA,NA,NA,15,0.142,-39.734,182,247
29629,20,0.107,-90,200,284,NA,NA,NA,NA,NA,20,0.107,-90,200,284
29637,20,0.179,-143.051,180,280,NA,NA,NA,NA,NA,10,0.154,-158.46,170,278
29660,10,0.116,-146.538,91,203,NA,NA,NA,NA,NA,11,0.189,-88.813,89,186
29801,20,0.145,-20.25,144,271,NA,NA,NA,NA,NA,10,0.072,-5.675,175,278
29850,6,0.296,-120.264,62,180,NA,NA,NA,NA,NA,10,0.057,-68.508,111,218
29934,20,0.067,-52.545,164,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30122,11,0.07,-117.945,110,219,NA,NA,NA,NA,NA,11,0.262,-2.328,150,242
30148,14,0.188,-108.924,78,190,NA,NA,NA,NA,NA,12,0.113,-121.951,108,219
30163,5,0.17,-79.812,81,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30197,10,0.221,-4.694,139,241,NA,NA,NA,NA,NA,10,0.492,-2.521,155,251
30213,15,0.066,-43.97,165,246,20,0.142,-49.176,191,275,20,0.101,-44.823,190,282
30262,5,0.439,-5.704,114,240,NA,NA,NA,NA,NA,20,0.179,-143.051,180,280
30353,13,0.153,-3.705,152,247,NA,NA,NA,NA,NA,5,0.133,-139.628,72,212
30577,8,0.209,-112.399,76,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30593,15,0.4,-154.258,85,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30601,2,0.343,-146.31,9,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30643,10,0.426,-157.244,32,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30775,5,0.111,-61.495,108,241,NA,NA,NA,NA,NA,12,0.129,-86.738,117,220
30809,6,0.141,-17.201,102,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30825,3,0.283,-142.345,31,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30833,5,0.407,-176.032,49,218,NA,NA,NA,NA,NA,4,0.377,-148.131,40,189
30924,12,0.102,-115.386,103,205,12,0.108,-29.661,130,235,NA,NA,NA,NA,NA
30973,5,0.142,-131.604,73,203,NA,NA,NA,NA,NA,10,0.226,-10.038,142,229
30999,4,0.147,-136.677,42,194,NA,NA,NA,NA,NA,5,0.1,-84.536,84,213
31013,20,0.152,-26.861,199,288,NA,NA,NA,NA,NA,15,0.122,-20.553,135,252
31070,5,0.106,-51.428,102,219,NA,NA,NA,NA,NA,5,0.214,-140.995,50,203
31088,10,0.096,-128.703,95,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31104,6,0.11,-131.576,89,204,NA,NA,NA,NA,NA,12,0.207,-6.246,156,238
31112,13,0.151,-43.436,129,198,NA,NA,NA,NA,NA,14,0.272,1.454,168,256
31179,5,0.098,-96.703,103,214,NA,NA,NA,NA,NA,9,0.076,-115.251,85,207
31229,10,0.316,-116.457,80,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31237,15,0.074,-39.675,167,274,NA,NA,NA,NA,NA,20,0.109,-78.682,183,280
31278,4,0.146,-168.69,15,210,NA,NA,NA,NA,NA,0,0,0,0,200
31310,15,0.347,-166.208,83,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31377,10,0.091,-46.295,96,213,NA,NA,NA,NA,NA,5,0.097,-47.548,100,209
31401,4,0.144,-93.424,87,185,NA,NA,NA,NA,NA,20,0.108,-97.573,198,282
31526,10,0.254,-137.29,104,209,NA,NA,NA,NA,NA,15,0.131,-45.606,141,231
31534,10,0.107,-95.759,96,206,NA,NA,NA,NA,NA,5,0.098,-12.54,120,243
31542,12,0.043,-52.16,123,237,NA,NA,NA,NA,NA,8,0.316,-144.541,63,206
31559,14,0.091,-120.873,101,207,NA,NA,NA,NA,NA,13,0.198,-4.795,134,244
31674,13,0.079,-5.833,154,244,NA,NA,NA,NA,NA,14,0.101,-133.081,100,205
31724,4,0.406,-141.859,25,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31765,0,0.119,-124.731,81,243,NA,NA,NA,NA,NA,1,0.482,-132.573,33,188
31856,7,0.228,-1.956,118,212,NA,NA,NA,NA,NA,6,0.302,-0.99,129,241
31880,2,0.404,-135,5,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31906,15,0.257,-149.812,136,210,NA,NA,NA,NA,NA,20,0.25,-13.727,185,290
31922,5,0.302,-149.987,66,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31971,15,0.283,-133.457,80,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31997,12,0.114,-11.041,131,244,NA,NA,NA,NA,NA,12,0.086,-141.635,109,226
32003,10,0.179,-60.834,96,195,NA,NA,NA,NA,NA,10,0.245,-126.277,112,237
32052,11,0.231,-38.044,126,219,NA,NA,NA,NA,NA,14,0.112,-27.611,116,208
32078,20,0.388,-149.266,111,213,NA,NA,NA,NA,NA,10,0.2,-0.163,178,281
32110,3,0.641,-151.103,26,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32128,5,0.209,-136.141,78,215,NA,NA,NA,NA,NA,10,0.097,-110.415,91,201
32151,5,0.3,-120.235,57,194,NA,NA,NA,NA,NA,5,0.259,-129.637,74,195
32177,20,0.179,-143.051,180,280,NA,NA,NA,NA,NA,20,0.107,-90,200,284
32193,1,0.112,-160.585,29,197,NA,NA,NA,NA,NA,20,0.235,-31.444,157,256
32250,20,0.259,-24.291,134,235,NA,NA,NA,NA,NA,15,0.075,-129.44,120,234
32359,5,0.145,-112.759,79,201,NA,NA,NA,NA,NA,5,0.303,-119.306,55,196
32367,5,0.288,-130.72,48,190,NA,NA,NA,NA,NA,6,0.106,-117.193,96,202
32391,11,0.08,-85.834,115,211,NA,NA,NA,NA,NA,10,0.203,-132.305,76,204
32417,3,0.396,-126.948,35,186,NA,NA,NA,NA,NA,7,0.155,-10.429,121,219
32458,9,0.083,-128.99,90,207,NA,NA,NA,NA,NA,9,0.072,-77.093,104,215
32524,20,0.107,-90,200,284,NA,NA,NA,NA,NA,20,0.179,-143.051,180,280
32581,5,0.18,-132.762,81,220,NA,NA,NA,NA,NA,15,0.153,-54.897,122,224
32664,10,0.176,-18.06,132,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32672,6,0.247,-116.147,58,186,NA,NA,NA,NA,NA,15,0.171,-17.747,148,224
32862,20,0.253,-104.682,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33035,5,0.263,-145.491,75,202,NA,NA,NA,NA,NA,10,0.031,-90,145,254
33050,12,0.278,-34.474,116,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33092,5,0.334,-139.074,39,204,NA,NA,NA,NA,NA,13,0.139,-3.115,145,252
33100,3,0.382,-136.947,49,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33134,6,0.343,-117.525,62,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33183,10,0.116,-118.639,94,203,NA,NA,NA,NA,NA,12,0.112,-76.91,112,221
33217,10,0.178,-5.635,140,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33316,10,0.079,-116.966,108,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33407,10,0.402,-121.201,82,195,NA,NA,NA,NA,NA,8,0.145,-87.758,91,216
33431,5,0.192,-151.544,55,205,NA,NA,NA,NA,NA,5,0.284,-129.222,61,198
33449,5,0.355,-4.01,127,249,NA,NA,NA,NA,NA,10,0.356,-143.864,70,197
33464,20,0.17,-145.957,48,208,NA,NA,NA,NA,NA,20,0.308,-158.301,110,231
33522,10,0.086,-90.328,102,204,NA,NA,NA,NA,NA,10,0.097,-52.937,100,211
33530,11,0.135,-15.3,158,262,NA,NA,NA,NA,NA,10,0.116,-129.182,98,207
33639,4,0.328,-149.323,52,192,NA,NA,NA,NA,NA,2,0.497,-135.971,12,192
33753,5,0.337,-117.837,62,199,NA,NA,NA,NA,NA,5,0.233,-149.268,56,216
33803,12,0.256,-5.521,136,244,NA,NA,NA,NA,NA,10,0.073,-17.666,149,249
33829,15,0.356,-151.313,56,201,NA,NA,NA,NA,NA,6,0.137,-136.48,46,197
33845,10,0.244,-77.057,88,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33894,18,0.108,2.443,165,253,NA,NA,NA,NA,NA,10,0.098,-19.914,152,259
34025,10,0.262,1.842,178,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34033,15,0.124,-89.402,98,209,NA,NA,NA,NA,NA,6,0.212,-126.957,62,186
34041,12,0.25,-165.919,47,215,NA,NA,NA,NA,NA,4,0.163,-150.453,78,210
34132,12,0.076,-107.1,121,230,NA,NA,NA,NA,NA,12,0.196,-6.195,147,258
34199,12,0.081,-111.222,103,214,NA,NA,NA,NA,NA,5,0.263,-118.09,70,208
34207,5,0.17,-109.592,51,201,NA,NA,NA,NA,NA,3,0,0,3,200
34272,18,0.084,-28.228,173,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34280,10,0.352,-164.919,82,207,NA,NA,NA,NA,NA,20,0.107,-90,200,284
34314,12,0.13,-12.15,139,229,NA,NA,NA,NA,NA,8,0.148,-16.284,145,226
34421,8,0.066,-60.389,103,223,NA,NA,NA,NA,NA,15,0.18,-139.347,106,226
34470,20,0.224,-126.973,115,230,NA,NA,NA,NA,NA,15,0.124,-22.561,178,270
34520,2,0.438,-117.405,29,190,NA,NA,NA,NA,NA,2,0.203,-60.374,76,188
34538,7,0.258,-131.026,76,177,NA,NA,NA,NA,NA,8,0.069,-86.516,122,239
34629,5,0.243,-135.558,75,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34686,10,0.081,-79.389,127,218,NA,NA,NA,NA,NA,15,0.098,-166.889,153,261
34736,11,0.223,-133.502,92,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34744,5,0.36,-13.072,145,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34843,7,0.191,-5.85,122,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34884,10,0.144,-72.05,107,208,NA,NA,NA,NA,NA,10,0.091,-141.712,180,273
