"nspnID","invOpen.bsl","respMag.bsl","respAng.bsl","invTotContr.bsl","invTotAssets.bsl","invOpen.fu1","respMag.fu1","respAng.fu1","invTotContr.fu1","invTotAssets.fu1","invOpen.fu2","respMag.fu2","respAng.fu2","invTotContr.fu2","invTotAssets.fu2"
34918,5,0.283,-151.599,59,194,NA,NA,NA,NA,NA,2,0.345,-178.393,64,187
34983,14,0.107,9.44,153,234,NA,NA,NA,NA,NA,18,0.21,-17.738,187,264
35097,10,0.346,-153.612,89,182,NA,NA,NA,NA,NA,10,0.167,-10.37,135,234
35212,12,0.167,-148.676,110,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35311,15,0.217,-8.094,161,238,NA,NA,NA,NA,NA,10,0.092,-115.871,104,204
35337,14,0.218,-133.086,109,221,NA,NA,NA,NA,NA,17,0.105,-6.75,169,272
35352,11,0.103,-6.651,141,251,NA,NA,NA,NA,NA,13,0.127,-37.702,141,245
35428,10,0.1,-90,100,206,NA,NA,NA,NA,NA,20,0.107,-90,200,284
35451,5,0.103,-118.28,63,205,NA,NA,NA,NA,NA,6,0.158,4.426,132,238
35477,5,0.198,-125.301,44,202,NA,NA,NA,NA,NA,5,0.104,-116.862,68,207
35485,8,0.32,-127.854,67,190,NA,NA,NA,NA,NA,6,0.079,-68.025,87,203
35501,6,0.38,-152.129,41,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35535,5,0.139,-77.372,87,220,NA,NA,NA,NA,NA,10,0.207,-144.287,77,208
35584,10,0.135,-16.536,133,248,NA,NA,NA,NA,NA,5,0.358,-102.551,60,187
35675,14,0.255,-132.288,67,197,NA,NA,NA,NA,NA,15,0.149,-109.95,108,221
35808,15,0.092,-39.183,180,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35907,11,0.062,-82.069,108,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35915,4,0.184,-0.85,112,221,NA,NA,NA,NA,NA,10,0.237,-132.906,80,201
35949,8,0.155,-73.542,111,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35980,7,0.418,-142.184,61,186,NA,NA,NA,NA,NA,7,0.464,-162.025,50,209
36475,5,0.199,-97.335,58,199,NA,NA,NA,NA,NA,20,0.107,-90,200,284
36962,5,0.396,-143.415,48,192,NA,NA,NA,NA,NA,5,0.407,-155.833,26,204
37002,15,0.05,-82.532,133,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37028,11,0.238,-9.176,161,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37051,10,0.098,-132.389,88,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37275,20,0.308,-158.301,100,241,NA,NA,NA,NA,NA,20,0.179,-143.051,180,280
37283,8,0.179,-143.58,77,202,NA,NA,NA,NA,NA,4,0.225,-24.249,103,212
37291,0,0.272,-184.799,41,198,NA,NA,NA,NA,NA,5,0.173,-91.868,105,228
37374,5,0.156,-75.244,94,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37408,5,0.168,-14.865,120,233,NA,NA,NA,NA,NA,10,0.214,-11.429,123,225
37606,12,0.053,-48.547,131,247,NA,NA,NA,NA,NA,10,0.339,-5.936,156,254
37697,10,0.137,-149.384,114,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37846,8,0.095,-66.364,102,224,NA,NA,NA,NA,NA,20,0.179,-143.051,180,280
37903,12,0.223,-4.414,163,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37945,20,0.144,-6.269,140,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,10,0.173,-120.157,91,202,NA,NA,NA,NA,NA,10,0.078,-90,90,207
38059,5,0.322,-135.578,60,202,NA,NA,NA,NA,NA,15,0.404,-141.582,65,198
38133,10,0.146,-22.012,126,223,NA,NA,NA,NA,NA,5,0.248,-80.682,99,200
38174,10,0.135,-139.633,97,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38190,10,0.101,-127.833,116,215,NA,NA,NA,NA,NA,15,0.154,-22.173,190,254
38273,10,0.482,-141.92,56,202,NA,NA,NA,NA,NA,5,0.205,-156.195,79,203
38281,11,0.075,-99.124,104,226,NA,NA,NA,NA,NA,7,0.319,-114.325,58,178
38372,7,0.159,-131.51,67,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38406,2,0.203,-122.397,51,189,NA,NA,NA,NA,NA,13,0.12,-34.817,133,236
38471,10,0.127,-144.027,98,210,NA,NA,NA,NA,NA,10,0.087,-75.658,104,210
38505,10,0.193,-33.516,112,209,NA,NA,NA,NA,NA,10,0.408,0.88,157,274
38596,8,0.278,-159.112,45,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38620,5,0.365,-123.265,69,184,NA,NA,NA,NA,NA,8,0.174,-118.68,78,201
38737,2,0.305,-128.66,8,195,NA,NA,NA,NA,NA,5,0.121,-152.705,62,216
38794,20,0.107,-90,200,284,NA,NA,NA,NA,NA,20,0.107,-90,200,284
38836,5,0.207,-133.603,64,206,NA,NA,NA,NA,NA,5,0.073,-168.075,175,286
38851,5,0.132,-9.69,113,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38885,5,0.096,-80.419,80,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38919,4,0.402,-10.455,124,214,NA,NA,NA,NA,NA,16,0.183,-11.734,181,274
38943,5,0.1,-131.51,81,213,NA,NA,NA,NA,NA,10,0.374,-146.694,50,202
38992,10,0.274,-0.962,151,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39149,15,0.196,-41.332,126,223,NA,NA,NA,NA,NA,10,0.072,-51.484,121,216
39164,10,0.064,-110.233,90,219,NA,NA,NA,NA,NA,12,0.153,-122.418,118,207
39263,10,0.094,-153.537,105,214,NA,NA,NA,NA,NA,10,0.125,-124.42,99,207
39271,20,0.107,-90,200,284,NA,NA,NA,NA,NA,20,0.084,-115.101,175,282
39313,13,0.131,-34.157,129,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39511,8,0.101,-106.747,101,209,NA,NA,NA,NA,NA,15,0.109,-10.488,156,252
39545,5,0.15,-88.726,68,202,NA,NA,NA,NA,NA,20,0.102,-84.105,118,235
39644,10,0.064,-113.955,102,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39701,10,0.214,-5.097,121,240,NA,NA,NA,NA,NA,15,0.394,-147.171,127,201
39719,10,0.266,-4.987,130,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39750,15,0.108,-80.877,135,216,NA,NA,NA,NA,NA,15,0.251,-5.215,180,271
39784,20,0.081,-90,180,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39818,5,0.171,-141.303,82,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39826,8,0.135,-129.723,105,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39867,5,0.119,-46.764,85,217,NA,NA,NA,NA,NA,10,0.117,-96.386,98,206
39875,10,0.115,-107.05,90,206,NA,NA,NA,NA,NA,2,0.374,-140.278,50,193
39883,10,0.105,-116.203,100,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39891,5,0.198,-146.548,73,202,NA,NA,NA,NA,NA,13,0.202,-165.869,94,222
39958,4,0.138,-137.631,34,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39982,20,0.051,-45.736,166,273,NA,NA,NA,NA,NA,15,0.043,-90,87,217
40071,10,0.065,-6.983,171,283,NA,NA,NA,NA,NA,20,0.146,-46.771,174,280
40097,20,0.129,-123.614,190,275,NA,NA,NA,NA,NA,5,0.095,-84.06,82,206
40113,10,0.097,-111.761,109,206,NA,NA,NA,NA,NA,5,0.117,-109.956,83,224
40246,5,0.131,-86.802,74,204,NA,NA,NA,NA,NA,15,0.329,-121.769,104,210
40287,12,0.096,-101.433,117,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40303,14,0.147,-44.06,121,203,NA,NA,NA,NA,NA,10,0.095,-43.552,131,220
40311,10,0.09,-103.3,84,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40378,5,0.102,-104.954,83,215,NA,NA,NA,NA,NA,5,0.242,-142.617,54,202
40402,15,0.153,-80.844,114,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40410,18,0.22,-6.594,186,268,NA,NA,NA,NA,NA,19,0.386,1.77,183,285
40501,5,0.223,-128.295,53,205,NA,NA,NA,NA,NA,7,0.124,-125.787,67,194
40527,10,0.209,-37.911,123,200,NA,NA,NA,NA,NA,14,0.234,-60.774,105,190
40543,7,0.297,-135.641,69,189,NA,NA,NA,NA,NA,10,0.167,-7.959,141,224
40550,5,0.206,-152.144,83,204,NA,NA,NA,NA,NA,10,0.274,-154.164,127,229
40568,10,0.15,-128.767,88,196,NA,NA,NA,NA,NA,10,0.418,-152.274,42,198
40659,20,0.107,-90,200,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40717,6,0.361,-144.606,44,216,NA,NA,NA,NA,NA,5,0.374,-5.234,109,231
40758,5,0.242,-103.455,63,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40857,15,0.153,-153.37,102,224,NA,NA,NA,NA,NA,3,0.349,-139.586,44,199
40949,15,0.226,-152.133,122,213,NA,NA,NA,NA,NA,8,0.118,-128.323,102,218
40972,13,0.142,-2.532,155,265,NA,NA,NA,NA,NA,5,0.118,-44.98,103,213
40980,5,0.313,-123.94,60,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41012,11,0.276,-153.048,55,206,NA,NA,NA,NA,NA,13,0.175,-8.957,168,244
41046,20,0.533,-142.26,131,222,NA,NA,NA,NA,NA,10,0.238,-21.752,138,237
41053,12,0.087,-82.861,123,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41061,11,0.17,-19.548,136,231,NA,NA,NA,NA,NA,20,0.115,-46.652,145,266
41095,20,0.189,-10.769,194,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41103,20,0.179,-143.051,180,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41160,13,0.432,-143.453,35,199,NA,NA,NA,NA,NA,3,0.284,-132.453,24,191
41178,6,0.309,-124.341,56,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41202,15,0.21,-43.599,158,228,NA,NA,NA,NA,NA,20,0.368,-8.027,191,275
41210,5,0.109,-19.565,115,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41228,5,0.376,-2.056,143,268,NA,NA,NA,NA,NA,3,0.144,5.909,128,231
41236,3,0.173,-75.888,73,187,NA,NA,NA,NA,NA,4,0.258,-140.523,67,195
41277,7,0.234,-1.48,142,221,NA,NA,NA,NA,NA,15,0.135,-14.73,170,244
41376,2,0.294,-113.928,38,191,NA,NA,NA,NA,NA,12,0.191,-79.395,119,220
41442,7,0.232,-45.444,111,194,NA,NA,NA,NA,NA,4,0.077,-41.072,87,216
41517,13,0.153,-8.509,137,217,NA,NA,NA,NA,NA,14,0.164,-130.997,90,212
41731,15,0.112,-16.754,165,252,10,0.201,-5.677,156,246,15,0.177,-22.02,177,245
41798,5,0.466,-122.568,71,194,NA,NA,NA,NA,NA,2,0.108,-110.308,39,200
41806,10,0.076,-74.223,111,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41814,7,0.181,-98.033,68,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41822,5,0.076,-67.521,105,239,NA,NA,NA,NA,NA,5,0.076,-72.529,88,220
41830,8,0.152,-141.168,92,218,NA,NA,NA,NA,NA,10,0.234,-100.139,92,187
41855,10,0.076,-62.984,116,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41897,12,0.18,-118.333,87,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41921,10,0.268,-8.86,160,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41988,19,0.088,-136.946,190,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41996,7,0.066,-34.262,99,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42002,5,0.083,-104.064,91,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42051,14,0.184,-139.918,79,195,NA,NA,NA,NA,NA,15,0.119,-14.095,155,254
42069,7,0.209,-140.232,62,187,NA,NA,NA,NA,NA,10,0.205,-174.26,72,222
42085,5,0.239,-137.284,48,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42135,5,0.204,-126.555,62,203,NA,NA,NA,NA,NA,5,0.299,-3.248,133,242
42150,5,0.295,-156.931,29,203,NA,NA,NA,NA,NA,10,0.069,-54.363,135,233
42259,15,0.108,-73.777,97,201,NA,NA,NA,NA,NA,5,0.236,-142.143,64,196
42317,20,0.471,-10.966,158,258,NA,NA,NA,NA,NA,18,0.131,-11.385,196,276
42341,10,0.129,-146.219,100,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42366,3,0.289,-143.56,32,188,NA,NA,NA,NA,NA,5,0.215,-174.174,99,242
42374,20,0.095,-151.342,185,287,NA,NA,NA,NA,NA,14,0.143,-2.649,193,270
42382,7,0.083,-106.314,86,194,NA,NA,NA,NA,NA,10,0.111,3.228,157,253
42390,12,0.059,-7.061,148,269,NA,NA,NA,NA,NA,5,0.111,-117.647,84,204
42408,15,0.062,-125.094,155,227,NA,NA,NA,NA,NA,5,0.177,-9.959,124,226
42416,15,0.488,-1.652,178,276,NA,NA,NA,NA,NA,14,0.017,-129.639,119,221
42440,15,0.059,-89.344,127,214,NA,NA,NA,NA,NA,12,0.096,-86.719,123,218
42499,15,0.116,-21.986,180,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42507,10,0.195,-147.783,101,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42564,5,0.247,-152.541,44,207,NA,NA,NA,NA,NA,2,0.419,-148.066,27,192
42689,10,0.176,-5.286,145,232,NA,NA,NA,NA,NA,20,0.107,-90,200,284
42705,10,0.186,-8.384,135,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42747,6,0.054,-56.655,113,220,NA,NA,NA,NA,NA,5,0.174,-126.648,82,198
42762,10,0.074,-74.564,129,234,NA,NA,NA,NA,NA,4,0.292,-146.389,39,197
42929,5,0.292,-4.798,116,243,NA,NA,NA,NA,NA,11,0.097,-21.973,123,239
42978,5,0.19,-153.629,71,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42986,3,0.26,-125.436,26,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42994,10,0.23,-120.329,90,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43042,5,0.326,-120.594,52,206,NA,NA,NA,NA,NA,11,0.111,-16.02,125,225
43109,12,0.133,-28.127,135,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43224,5,0.295,-139.584,27,202,NA,NA,NA,NA,NA,20,0.316,-138.977,125,235
43232,10,0.091,-141.712,180,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43240,10,0.522,1.313,183,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43257,20,0.302,-153.142,95,245,NA,NA,NA,NA,NA,15,0.191,-153.839,92,221
43281,15,0.153,-21.408,185,263,NA,NA,NA,NA,NA,20,0.108,-93.799,179,279
43422,14,0.137,-21.262,134,215,NA,NA,NA,NA,NA,19,0.291,1.357,186,278
43513,4,0.2,-147.895,64,200,NA,NA,NA,NA,NA,5,0.134,-116.71,82,205
43539,20,0.107,-90,200,284,NA,NA,NA,NA,NA,20,0.107,-90,200,284
43570,12,0.312,-2.821,158,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43661,5,0.092,-82.902,82,206,NA,NA,NA,NA,NA,3,0.122,-120.752,72,194
43687,5,0.292,-43.416,132,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43695,20,0.156,-43.053,196,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43760,10,0.2,3.967,140,254,NA,NA,NA,NA,NA,10,0.332,0.008,157,249
43810,1,0.161,-59.792,55,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43828,20,0.107,-90,200,284,NA,NA,NA,NA,NA,20,0.107,-90,200,284
43844,10,0.244,-4.297,166,248,NA,NA,NA,NA,NA,20,0.196,-10.402,193,300
43901,2,0.199,-124.274,28,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43943,5,0.213,-96.451,80,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44149,13,0.283,-6.565,182,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44180,15,0.112,-48.644,119,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44255,10,0.088,-11.924,140,242,NA,NA,NA,NA,NA,15,0.29,-9.852,176,267
44420,19,0.06,-90,178,270,NA,NA,NA,NA,NA,10,0.071,-90,140,231
44487,12,0.184,-13.422,167,270,NA,NA,NA,NA,NA,15,0.119,-25.624,175,266
44503,20,0.105,-135.221,187,284,NA,NA,NA,NA,NA,20,0.11,-50.143,149,242
44545,10,0.052,-46.551,165,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44560,10,0.138,-47.169,92,205,NA,NA,NA,NA,NA,10,0.087,-44.827,106,222
44602,15,0.287,-134.191,105,219,NA,NA,NA,NA,NA,14,0.114,-18.564,117,209
44610,12,0.068,-157.15,117,241,NA,NA,NA,NA,NA,12,0.11,-15.325,144,255
44644,10,0.15,-117.929,69,202,NA,NA,NA,NA,NA,7,0.2,6.48,118,238
44719,20,0.179,-143.051,180,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44776,8,0.074,-45.306,106,229,NA,NA,NA,NA,NA,10,0.103,-82.389,110,207
44792,20,0.107,-90,200,284,NA,NA,NA,NA,NA,15,0.174,-145.037,175,224
44818,4,0.25,-105.821,59,202,NA,NA,NA,NA,NA,11,0.05,-113.586,100,230
44826,10,0.177,-7.843,152,258,NA,NA,NA,NA,NA,10,0.354,-1.096,159,264
45021,10,0.061,-39.148,170,253,NA,NA,NA,NA,NA,20,0.115,-111.979,143,258
45146,20,0.345,-6.754,189,311,NA,NA,NA,NA,NA,15,0.125,-32.272,151,231
45468,20,0.08,-110.817,176,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45476,12,0.151,-32.552,130,226,NA,NA,NA,NA,NA,11,0.112,-39.503,123,230
45500,13,0.326,-120.588,82,191,NA,NA,NA,NA,NA,10,0.317,-8.09,157,240
45526,2,0.354,-162.736,31,204,NA,NA,NA,NA,NA,5,0.196,-116.353,78,203
45534,8,0.152,-45.477,115,213,NA,NA,NA,NA,NA,15,0.323,-6.284,175,258
45591,12,0.307,-4.553,157,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45609,20,0.083,-73.231,150,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45617,7,0.246,-162.638,77,203,NA,NA,NA,NA,NA,13,0.061,159.511,81,204
45641,12,0.354,-6.844,160,258,NA,NA,NA,NA,NA,2,0.12,-43.377,102,210
45682,6,0.273,-119.17,66,192,NA,NA,NA,NA,NA,10,0.281,-157.837,84,211
45690,7,0.093,-132.109,84,199,NA,NA,NA,NA,NA,1,0.322,-139.589,39,182
45708,20,0.328,-6.535,185,309,NA,NA,NA,NA,NA,20,0.087,-144.877,170,277
45773,10,0.309,-139.215,45,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45997,11,0.103,-30.913,101,218,NA,NA,NA,NA,NA,12,0.202,-121.102,98,202
46193,13,0.322,-133.112,90,210,NA,NA,NA,NA,NA,10,0.327,0.356,148,262
46243,8,0.1,-151.851,79,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46284,12,0.121,-129.43,108,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46318,10,0.075,-94.226,106,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46326,10,0.158,-156.708,89,214,NA,NA,NA,NA,NA,6,0.12,-58.685,93,203
46334,8,0.025,-90.593,127,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46359,10,0.134,-91.293,110,203,NA,NA,NA,NA,NA,20,0.075,-95.495,179,285
46375,8,0.091,-55.334,94,226,NA,NA,NA,NA,NA,8,0.1,-90,108,216
46425,10,0.105,-123.521,89,208,NA,NA,NA,NA,NA,10,0.09,-109.187,97,207
46466,10,0.416,-7.633,161,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46599,11,0.108,-61.753,105,210,NA,NA,NA,NA,NA,5,0.115,-97.701,86,213
46730,5,0.179,-122.494,60,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46839,2,0.164,-116.819,69,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888,3,0.427,-147.62,21,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46912,3,0.477,-108.564,36,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46920,2,0.43,-101.543,64,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46946,20,0.131,-35.045,195,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47118,10,0.211,-96.467,95,172,NA,NA,NA,NA,NA,10,0.079,-19.52,132,226
47142,20,0.179,-143.051,180,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47159,6,0.073,-44.164,97,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47191,20,0.227,-28.313,183,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47225,10,0.202,-21.993,142,248,NA,NA,NA,NA,NA,15,0.291,-146.545,109,218
47233,12,0.071,-104.355,114,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47258,15,0.175,-25.784,162,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47357,5,0.154,-120.951,84,198,NA,NA,NA,NA,NA,12,0.51,-133.904,75,194
47365,10,0.094,-137.333,103,217,NA,NA,NA,NA,NA,12,0.087,-105.572,117,225
47506,6,0.388,-128.607,64,181,NA,NA,NA,NA,NA,5,0.438,-134.259,59,200
47563,6,0.074,-124.005,75,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47571,4,0.287,-132.302,40,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47589,13,0.044,-117.021,130,246,NA,NA,NA,NA,NA,10,0.233,-162.023,75,197
47613,5,0.266,-133.363,61,203,NA,NA,NA,NA,NA,11,0.261,-145.279,86,196
47720,3,0.293,-125.32,42,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47738,11,0.106,-97.624,93,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47761,20,0.245,-108.685,115,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47829,2,0.472,-124.138,30,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47837,5,0.134,-127.873,77,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47860,15,0.189,-147.581,122,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47878,10,0.1,-87.629,117,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47910,10,0.192,-11.622,163,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47928,5,0.085,-18.383,111,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48132,3,0.26,-20.762,105,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48199,10,0.106,-139.643,93,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48231,5,0.364,-148,30,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48298,17,0.23,-42.272,148,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48306,10,0.111,-60.441,141,255,NA,NA,NA,NA,NA,20,0.327,-149.855,100,241
48348,10,0.057,-128.85,86,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48363,5,0.078,-115.877,82,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48371,10,0.154,-158.46,170,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48397,5,0.092,-47.509,108,222,NA,NA,NA,NA,NA,8,0.123,-73.796,114,225
48413,5,0.319,-142.508,57,203,NA,NA,NA,NA,NA,11,0.143,-133.845,65,195
48421,5,0.29,-152.643,45,207,NA,NA,NA,NA,NA,5,0.193,-113.205,69,208
48439,10,0.212,-132.063,76,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48447,10,0.228,-143.09,62,206,NA,NA,NA,NA,NA,11,0.025,-141.186,132,253
48454,10,0.094,-99.533,98,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48462,12,0.203,-148.248,98,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48470,3,0.209,-22.618,116,213,NA,NA,NA,NA,NA,20,0.47,-141.216,90,233
48504,12,0.101,-6.019,147,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48512,5,0.265,-126.533,55,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48520,3,0.473,-129.412,28,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59089,5,0.134,-83.74,92,223,NA,NA,NA,NA,NA,7,0.143,-143.003,88,217
59113,12,0.469,-120.054,64,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59121,14,0.322,-184.307,64,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59139,20,0.107,-90,200,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59147,11,0.159,-89.437,94,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59188,11,0.13,-135.805,96,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59220,15,0.191,-163.407,50,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59238,11,0.107,-114.213,105,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59246,10,0.245,-5.715,134,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59253,5,0.34,-5.455,156,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59261,20,0.105,-122.919,127,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59287,12,0.118,-21.948,128,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59295,11,0.078,-39.085,108,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59303,10,0.092,-62.128,88,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59311,10,0.071,-48.203,109,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59329,5,0.224,-126.836,55,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59337,10,0.12,-3.955,140,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59386,4,0.246,-110.461,42,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59402,12,0.132,-78.627,111,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59477,10,0.122,-103.165,106,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59485,4,0.362,-145.239,47,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59642,8,0.416,-144.733,69,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
