"pt_ID","invOpen","invTotAssets","invTotContr","TrHonour","TrDisrupt","TrRetal","TrRepair","Drel_fI_tot","Drel_fT_tot","respMag","respAng"
"40246",5.000,204.000,74.000,1.000,0.000,0.400,0.600,0.051,-0.918,0.131,-86.802
"40287",12.000,218.000,117.000,1.000,0.000,0.667,0.333,-0.133,-0.657,0.096,-101.433
"40303",14.000,203.000,121.000,0.750,0.250,0.500,0.500,0.739,-0.715,0.147,-44.060
"40311",10.000,208.000,84.000,0.333,0.667,0.200,0.800,-0.145,-0.612,0.090,-103.300
"40378",5.000,215.000,83.000,0.667,0.333,0.600,0.400,-0.184,-0.689,0.102,-104.954
"40402",15.000,205.000,114.000,0.600,0.400,0.667,0.333,0.170,-1.056,0.153,-80.844
"40410",18.000,268.000,186.000,1.000,0.000,1.000,0.000,1.532,-0.177,0.220,-6.594
"40501",5.000,205.000,53.000,1.000,0.000,0.600,0.400,-0.968,-1.226,0.223,-128.295
"40527",10.000,200.000,123.000,0.500,0.500,0.500,0.500,1.156,-0.900,0.209,-37.911
"40543",7.000,189.000,69.000,0.500,0.500,0.600,0.400,-1.489,-1.456,0.297,-135.641
"40550",5.000,204.000,83.000,0.667,0.333,0.750,0.250,-1.272,-0.672,0.206,-152.144
"40568",10.000,196.000,88.000,0.600,0.400,0.667,0.333,-0.659,-0.820,0.150,-128.767
"40659",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"40717",6.000,216.000,44.000,1.000,0.000,0.750,0.250,-2.061,-1.464,0.361,-144.606
"40758",5.000,199.000,63.000,0.500,0.500,0.500,0.500,-0.395,-1.649,0.242,-103.455
"40857",15.000,224.000,102.000,0.500,0.500,0.500,0.500,-0.956,-0.479,0.153,-153.370
"40949",15.000,213.000,122.000,0.500,0.500,0.833,0.167,-1.397,-0.739,0.226,-152.133
"40972",13.000,265.000,155.000,0.500,0.500,0.500,0.500,0.994,-0.044,0.142,-2.532
"40980",5.000,189.000,60.000,1.000,0.000,0.571,0.429,-1.223,-1.817,0.313,-123.940
"41012",11.000,206.000,55.000,0.333,0.667,0.400,0.600,-1.719,-0.874,0.276,-153.048
"41046",20.000,222.000,131.000,1.000,0.000,0.750,0.250,-2.950,-2.283,0.533,-142.260
"41053",12.000,225.000,123.000,1.000,0.000,0.429,0.571,0.076,-0.606,0.087,-82.861
"41061",11.000,231.000,136.000,0.667,0.333,0.600,0.400,1.121,-0.398,0.170,-19.548
"41095",20.000,300.000,194.000,1.000,0.000,0.250,0.750,1.300,-0.247,0.189,-10.769
"41103",20.000,280.000,180.000,1.000,0.000,0.250,0.750,-1.000,-0.752,0.179,-143.051
"41160",13.000,199.000,35.000,0.667,0.333,0.600,0.400,-2.430,-1.801,0.432,-143.453
"41178",6.000,198.000,56.000,0.667,0.333,0.600,0.400,-1.220,-1.786,0.309,-124.341
"41202",15.000,228.000,158.000,0.000,1.000,0.250,0.750,1.063,-1.012,0.210,-43.599
"41210",5.000,216.000,115.000,0.600,0.400,0.333,0.667,0.717,-0.255,0.109,-19.565
"41228",5.000,268.000,143.000,0.750,0.250,0.250,0.750,2.633,-0.095,0.376,-2.056
"41236",3.000,187.000,73.000,0.333,0.667,0.400,0.600,0.296,-1.176,0.173,-75.888
"41277",7.000,221.000,142.000,0.750,0.250,0.250,0.750,1.640,-0.042,0.234,-1.480
"41376",2.000,191.000,38.000,0.250,0.750,0.000,1.000,-0.835,-1.881,0.294,-113.928
"41442",7.000,194.000,111.000,0.250,0.750,0.000,1.000,1.140,-1.158,0.232,-45.444
"41517",13.000,217.000,137.000,0.600,0.400,0.667,0.333,1.062,-0.159,0.153,-8.509
"41731",15.000,252.000,165.000,1.000,0.000,0.333,0.667,0.750,-0.226,0.112,-16.754
"41798",5.000,194.000,71.000,0.333,0.667,0.400,0.600,-1.757,-2.751,0.466,-122.568
"41806",10.000,214.000,111.000,0.500,0.500,0.500,0.500,0.145,-0.513,0.076,-74.223
"41814",7.000,191.000,68.000,1.000,0.000,0.600,0.400,-0.177,-1.251,0.181,-98.033
"41822",5.000,239.000,105.000,0.667,0.333,0.800,0.200,0.203,-0.490,0.076,-67.521
"41830",8.000,218.000,92.000,0.500,0.500,0.750,0.250,-0.831,-0.669,0.152,-141.168
"41855",10.000,217.000,116.000,0.667,0.333,0.600,0.400,0.242,-0.474,0.076,-62.984
"41897",12.000,205.000,87.000,1.000,0.000,0.750,0.250,-0.598,-1.110,0.180,-118.333
"41921",10.000,246.000,160.000,1.000,0.000,0.250,0.750,1.852,-0.289,0.268,-8.860
"41988",19.000,266.000,190.000,1.000,0.000,0.500,0.500,-0.450,-0.420,0.088,-136.946
"41996",7.000,212.000,99.000,0.600,0.400,0.333,0.667,0.381,-0.259,0.066,-34.262
"42002",5.000,216.000,91.000,1.000,0.000,0.667,0.333,-0.141,-0.564,0.083,-104.064
"42051",14.000,195.000,79.000,0.333,0.667,0.200,0.800,-0.987,-0.831,0.184,-139.918
"42069",7.000,187.000,62.000,0.400,0.600,0.667,0.333,-1.122,-0.934,0.209,-140.232
"42085",5.000,207.000,48.000,1.000,0.000,0.400,0.600,-1.228,-1.134,0.239,-137.284
"42135",5.000,203.000,62.000,0.500,0.500,0.500,0.500,-0.851,-1.148,0.204,-126.555
"42150",5.000,203.000,29.000,0.000,1.000,0.667,0.333,-1.900,-0.809,0.295,-156.931
"42259",15.000,201.000,97.000,0.750,0.250,0.500,0.500,0.211,-0.726,0.108,-73.777
"42317",20.000,258.000,158.000,0.500,0.500,0.250,0.750,3.236,-0.627,0.471,-10.966
"42341",10.000,232.000,100.000,1.000,0.000,0.750,0.250,-0.750,-0.502,0.129,-146.219
"42366",3.000,188.000,32.000,0.667,0.333,0.667,0.333,-1.629,-1.203,0.289,-143.560
"42374",20.000,287.000,185.000,0.750,0.250,0.250,0.750,-0.583,-0.319,0.095,-151.342
"42382",7.000,194.000,86.000,1.000,0.000,0.333,0.667,-0.163,-0.556,0.083,-106.314
"42390",12.000,269.000,148.000,0.500,0.500,0.500,0.500,0.409,-0.051,0.059,-7.061
"42408",15.000,227.000,155.000,1.000,0.000,0.333,0.667,-0.250,-0.356,0.062,-125.094
"42416",15.000,276.000,178.000,0.833,0.167,0.500,0.500,3.414,-0.098,0.488,-1.652
"42440",15.000,214.000,127.000,0.400,0.600,0.333,0.667,0.005,-0.416,0.059,-89.344
"42499",15.000,246.000,180.000,1.000,0.000,0.333,0.667,0.750,-0.303,0.116,-21.986
"42507",10.000,207.000,101.000,1.000,0.000,0.500,0.500,-1.157,-0.729,0.195,-147.783
"42564",5.000,207.000,44.000,1.000,0.000,0.800,0.200,-1.534,-0.797,0.247,-152.541
"42689",10.000,232.000,145.000,0.800,0.200,0.333,0.667,1.225,-0.113,0.176,-5.286
"42705",10.000,239.000,135.000,1.000,0.000,0.400,0.600,1.287,-0.190,0.186,-8.384
"42747",6.000,220.000,113.000,1.000,0.000,0.500,0.500,0.206,-0.313,0.054,-56.655
"42762",10.000,234.000,129.000,0.500,0.500,0.250,0.750,0.138,-0.501,0.074,-74.564
"42929",5.000,243.000,116.000,0.750,0.250,0.250,0.750,2.039,-0.171,0.292,-4.798
"42978",5.000,221.000,71.000,0.500,0.500,0.400,0.600,-1.189,-0.590,0.190,-153.629
"42986",3.000,186.000,26.000,0.000,1.000,0.500,0.500,-1.056,-1.483,0.260,-125.436
"42994",10.000,212.000,90.000,0.333,0.667,0.600,0.400,-0.814,-1.391,0.230,-120.329
"43042",5.000,206.000,52.000,1.000,0.000,0.500,0.500,-1.162,-1.965,0.326,-120.594
"43109",12.000,220.000,135.000,0.250,0.750,0.500,0.500,0.819,-0.438,0.133,-28.127
"43224",5.000,202.000,27.000,0.500,0.500,0.250,0.750,-1.574,-1.340,0.295,-139.584
"43232",10.000,273.000,180.000,1.000,0.000,0.250,0.750,-0.500,-0.395,0.091,-141.712
"43240",10.000,280.000,183.000,1.000,0.000,0.667,0.333,3.650,0.084,0.522,1.313
"43257",20.000,245.000,95.000,1.000,0.000,0.800,0.200,-1.883,-0.954,0.302,-153.142
"43281",15.000,263.000,185.000,1.000,0.000,0.000,1.000,1.000,-0.392,0.153,-21.408
"43422",14.000,215.000,134.000,0.250,0.750,0.000,1.000,0.893,-0.347,0.137,-21.262
"43513",4.000,200.000,64.000,0.333,0.667,0.250,0.750,-1.186,-0.744,0.200,-147.895
"43539",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"43570",12.000,266.000,158.000,0.750,0.250,0.000,1.000,2.183,-0.108,0.312,-2.821
"43661",5.000,206.000,82.000,0.667,0.333,0.200,0.800,0.079,-0.638,0.092,-82.902
"43687",5.000,222.000,132.000,0.333,0.667,0.400,0.600,1.487,-1.407,0.292,-43.416
"43695",20.000,283.000,196.000,1.000,0.000,0.250,0.750,0.800,-0.747,0.156,-43.053
"43760",10.000,254.000,140.000,0.800,0.200,0.333,0.667,1.398,0.097,0.200,3.967
"43810",1.000,188.000,55.000,1.000,0.000,0.000,1.000,0.566,-0.972,0.161,-59.792
"43828",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"43844",10.000,248.000,166.000,0.750,0.250,0.000,1.000,1.700,-0.128,0.244,-4.297
"43901",2.000,192.000,28.000,0.600,0.400,0.333,0.667,-0.786,-1.153,0.199,-124.274
"43943",5.000,186.000,80.000,0.333,0.667,0.400,0.600,-0.168,-1.484,0.213,-96.451
"44149",13.000,267.000,182.000,1.000,0.000,0.500,0.500,1.967,-0.226,0.283,-6.565
"44180",15.000,220.000,119.000,0.667,0.333,0.200,0.800,0.516,-0.586,0.112,-48.644
"44255",10.000,242.000,140.000,0.500,0.500,0.500,0.500,0.606,-0.128,0.088,-11.924
"44420",19.000,270.000,178.000,1.000,0.000,0.333,0.667,0.000,-0.422,0.060,-90.000
"44487",12.000,270.000,167.000,1.000,0.000,0.333,0.667,1.250,-0.298,0.184,-13.422
"44503",20.000,284.000,187.000,1.000,0.000,0.400,0.600,-0.524,-0.520,0.105,-135.221
"44545",10.000,253.000,165.000,1.000,0.000,0.500,0.500,0.250,-0.264,0.052,-46.551
"44560",10.000,205.000,92.000,0.600,0.400,0.333,0.667,0.658,-0.710,0.138,-47.169
"44602",15.000,219.000,105.000,0.333,0.667,0.400,0.600,-1.400,-1.440,0.287,-134.191
"44610",12.000,241.000,117.000,0.500,0.500,0.500,0.500,-0.441,-0.186,0.068,-157.150
"44644",10.000,202.000,69.000,0.750,0.250,0.250,0.750,-0.492,-0.927,0.150,-117.929
"44719",20.000,280.000,180.000,1.000,0.000,0.250,0.750,-1.000,-0.752,0.179,-143.051
"44776",8.000,229.000,106.000,0.500,0.500,0.167,0.833,0.364,-0.368,0.074,-45.306
"44792",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"44818",4.000,202.000,59.000,0.500,0.500,0.333,0.667,-0.476,-1.681,0.250,-105.821
"44826",10.000,258.000,152.000,1.000,0.000,0.500,0.500,1.231,-0.170,0.177,-7.843
"45021",10.000,253.000,170.000,1.000,0.000,0.250,0.750,0.333,-0.271,0.061,-39.148
"45146",20.000,311.000,189.000,1.000,0.000,0.250,0.750,2.400,-0.284,0.345,-6.754
"45468",20.000,283.000,176.000,0.667,0.333,0.200,0.800,-0.200,-0.526,0.080,-110.817
"45476",12.000,226.000,130.000,0.000,1.000,0.333,0.667,0.890,-0.568,0.151,-32.552
"45500",13.000,191.000,82.000,0.667,0.333,0.600,0.400,-1.163,-1.967,0.326,-120.588
"45526",2.000,204.000,31.000,0.500,0.500,1.000,0.000,-2.369,-0.736,0.354,-162.736
"45534",8.000,213.000,115.000,0.667,0.333,0.600,0.400,0.745,-0.758,0.152,-45.477
"45591",12.000,267.000,157.000,0.750,0.250,0.500,0.500,2.142,-0.171,0.307,-4.553
"45609",20.000,262.000,150.000,0.667,0.333,0.600,0.400,0.167,-0.553,0.083,-73.231
"45617",7.000,203.000,77.000,0.667,0.333,0.667,0.333,-1.643,-0.514,0.246,-162.638
"45641",12.000,258.000,160.000,1.000,0.000,0.400,0.600,2.464,-0.296,0.354,-6.844
"45682",6.000,192.000,66.000,0.500,0.500,0.250,0.750,-0.930,-1.666,0.273,-119.170
"45690",7.000,199.000,84.000,0.500,0.500,0.500,0.500,-0.435,-0.481,0.093,-132.109
"45708",20.000,309.000,185.000,1.000,0.000,0.000,1.000,2.283,-0.262,0.328,-6.535
"45773",10.000,201.000,45.000,1.000,0.000,0.750,0.250,-1.636,-1.412,0.309,-139.215
"45997",11.000,218.000,101.000,0.400,0.600,0.000,1.000,0.619,-0.371,0.103,-30.913
"46193",13.000,210.000,90.000,0.250,0.750,0.250,0.750,-1.539,-1.644,0.322,-133.112
"46243",8.000,221.000,79.000,0.333,0.667,0.600,0.400,-0.619,-0.331,0.100,-151.851
"46284",12.000,212.000,108.000,0.500,0.500,0.250,0.750,-0.539,-0.655,0.121,-129.430
"46318",10.000,214.000,106.000,1.000,0.000,0.500,0.500,-0.039,-0.527,0.075,-94.226
"46326",10.000,214.000,89.000,1.000,0.000,0.750,0.250,-1.017,-0.438,0.158,-156.708
"46334",8.000,250.000,127.000,0.750,0.250,0.250,0.750,-0.002,-0.173,0.025,-90.593
"46359",10.000,203.000,110.000,0.667,0.333,0.600,0.400,-0.021,-0.937,0.134,-91.293
"46375",8.000,226.000,94.000,0.333,0.667,0.400,0.600,0.362,-0.523,0.091,-55.334
"46425",10.000,208.000,89.000,0.667,0.333,0.600,0.400,-0.407,-0.614,0.105,-123.521
"46466",10.000,242.000,161.000,1.000,0.000,0.200,0.800,2.884,-0.386,0.416,-7.633
"46599",11.000,210.000,105.000,0.667,0.333,0.400,0.600,0.358,-0.666,0.108,-61.753
"46730",5.000,201.000,60.000,0.500,0.500,0.500,0.500,-0.673,-1.057,0.179,-122.494
"46839",2.000,171.000,69.000,0.333,0.667,0.333,0.667,-0.518,-1.024,0.164,-116.819
"46888",3.000,195.000,21.000,1.000,0.000,0.750,0.250,-2.525,-1.601,0.427,-147.620
"46912",3.000,184.000,36.000,0.667,0.333,0.400,0.600,-1.063,-3.164,0.477,-108.564
"46920",2.000,168.000,64.000,0.500,0.500,0.250,0.750,-0.603,-2.952,0.430,-101.543
"46946",20.000,281.000,195.000,0.667,0.333,0.000,1.000,0.750,-0.526,0.131,-35.045
"47118",10.000,172.000,95.000,1.000,0.000,0.250,0.750,-0.167,-1.470,0.211,-96.467
"47142",20.000,280.000,180.000,1.000,0.000,0.250,0.750,-1.000,-0.752,0.179,-143.051
"47159",6.000,217.000,97.000,0.750,0.250,0.250,0.750,0.364,-0.354,0.073,-44.164
"47191",20.000,271.000,183.000,0.667,0.333,0.400,0.600,1.400,-0.754,0.227,-28.313
"47225",10.000,248.000,142.000,0.250,0.750,0.250,0.750,1.310,-0.529,0.202,-21.993
"47233",12.000,235.000,114.000,0.333,0.667,0.400,0.600,-0.123,-0.482,0.071,-104.355
"47258",15.000,224.000,162.000,1.000,0.000,0.800,0.200,1.106,-0.534,0.175,-25.784
"47357",5.000,198.000,84.000,0.250,0.750,0.500,0.500,-0.555,-0.926,0.154,-120.951
"47365",10.000,217.000,103.000,1.000,0.000,0.833,0.167,-0.484,-0.446,0.094,-137.333
"47506",6.000,181.000,64.000,0.667,0.333,0.800,0.200,-1.695,-2.123,0.388,-128.607
"47563",6.000,198.000,75.000,1.000,0.000,0.429,0.571,-0.291,-0.432,0.074,-124.005
"47571",4.000,193.000,40.000,1.000,0.000,0.833,0.167,-1.350,-1.483,0.287,-132.302
"47589",13.000,246.000,130.000,1.000,0.000,0.667,0.333,-0.141,-0.276,0.044,-117.021
"47613",5.000,203.000,61.000,1.000,0.000,0.500,0.500,-1.280,-1.355,0.266,-133.363
"47720",3.000,188.000,42.000,0.667,0.333,0.800,0.200,-1.187,-1.675,0.293,-125.320
"47738",11.000,208.000,93.000,0.667,0.333,0.600,0.400,-0.099,-0.737,0.106,-97.624
"47761",20.000,220.000,115.000,0.000,1.000,0.500,0.500,-0.550,-1.626,0.245,-108.685
"47829",2.000,192.000,30.000,1.000,0.000,0.750,0.250,-1.852,-2.732,0.472,-124.138
"47837",5.000,211.000,77.000,0.667,0.333,0.600,0.400,-0.575,-0.739,0.134,-127.873
"47860",15.000,215.000,122.000,0.000,1.000,0.500,0.500,-1.118,-0.710,0.189,-147.581
"47878",10.000,221.000,117.000,0.667,0.333,0.600,0.400,0.029,-0.698,0.100,-87.629
"47910",10.000,246.000,163.000,0.600,0.400,0.333,0.667,1.314,-0.270,0.192,-11.622
"47928",5.000,256.000,111.000,0.667,0.333,0.600,0.400,0.562,-0.187,0.085,-18.383
"48132",3.000,211.000,105.000,0.800,0.200,0.667,0.333,1.704,-0.646,0.260,-20.762
"48199",10.000,207.000,93.000,0.333,0.667,0.600,0.400,-0.564,-0.479,0.106,-139.643
"48231",5.000,202.000,30.000,0.000,1.000,0.667,0.333,-2.163,-1.351,0.364,-148.000
"48298",17.000,226.000,148.000,0.400,0.600,0.333,0.667,1.194,-1.085,0.230,-42.272
"48306",10.000,255.000,141.000,0.750,0.250,0.500,0.500,0.383,-0.676,0.111,-60.441
"48348",10.000,208.000,86.000,0.500,0.500,0.333,0.667,-0.250,-0.310,0.057,-128.850
"48363",5.000,222.000,82.000,1.000,0.000,0.500,0.500,-0.239,-0.493,0.078,-115.877
"48371",10.000,278.000,170.000,1.000,0.000,0.250,0.750,-1.000,-0.395,0.154,-158.460
"48397",5.000,222.000,108.000,0.667,0.333,0.600,0.400,0.433,-0.473,0.092,-47.509
"48413",5.000,203.000,57.000,0.000,1.000,0.667,0.333,-1.773,-1.360,0.319,-142.508
"48421",5.000,207.000,45.000,0.400,0.600,0.333,0.667,-1.805,-0.934,0.290,-152.643
"48439",10.000,221.000,76.000,0.750,0.250,0.750,0.250,-0.992,-1.099,0.212,-132.063
"48447",10.000,206.000,62.000,1.000,0.000,1.000,0.000,-1.278,-0.960,0.228,-143.090
"48454",10.000,202.000,98.000,0.667,0.333,0.200,0.800,-0.109,-0.650,0.094,-99.533
"48462",12.000,211.000,98.000,1.000,0.000,0.800,0.200,-1.209,-0.748,0.203,-148.248
"48470",3.000,213.000,116.000,0.600,0.400,0.333,0.667,1.349,-0.562,0.209,-22.618
"48504",12.000,254.000,147.000,1.000,0.000,0.250,0.750,0.701,-0.074,0.101,-6.019
"48512",5.000,197.000,55.000,0.500,0.500,0.333,0.667,-1.104,-1.490,0.265,-126.533
"48520",3.000,186.000,28.000,0.667,0.333,0.800,0.200,-2.104,-2.560,0.473,-129.412
"59089",5.000,223.000,92.000,1.000,0.000,0.750,0.250,0.102,-0.934,0.134,-83.740
"59113",12.000,186.000,64.000,0.333,0.667,0.400,0.600,-1.645,-2.842,0.469,-120.054
"59121",14.000,206.000,64.000,0.333,0.667,1.000,0.000,-2.250,0.169,0.322,175.693
"59139",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"59147",11.000,198.000,94.000,0.000,1.000,0.000,1.000,0.011,-1.110,0.159,-89.437
"59188",11.000,210.000,96.000,0.500,0.500,0.667,0.333,-0.653,-0.635,0.130,-135.805
"59220",15.000,227.000,50.000,0.500,0.500,0.667,0.333,-1.281,-0.382,0.191,-163.407
"59238",11.000,213.000,105.000,0.333,0.667,0.400,0.600,-0.306,-0.681,0.107,-114.213
"59246",10.000,231.000,134.000,1.000,0.000,0.400,0.600,1.708,-0.171,0.245,-5.715
"59253",5.000,239.000,156.000,0.500,0.500,0.500,0.500,2.372,-0.227,0.340,-5.455
"59261",20.000,260.000,127.000,0.333,0.667,0.400,0.600,-0.399,-0.616,0.105,-122.919
"59287",12.000,237.000,128.000,0.500,0.500,0.000,1.000,0.767,-0.309,0.118,-21.948
"59295",11.000,225.000,108.000,0.750,0.250,0.250,0.750,0.422,-0.343,0.078,-39.085
"59303",10.000,208.000,88.000,1.000,0.000,0.750,0.250,0.303,-0.572,0.092,-62.128
"59311",10.000,221.000,109.000,0.750,0.250,0.500,0.500,0.331,-0.370,0.071,-48.203
"59329",5.000,202.000,55.000,0.500,0.500,0.500,0.500,-0.941,-1.257,0.224,-126.836
"59337",10.000,252.000,140.000,0.800,0.200,0.333,0.667,0.840,-0.058,0.120,-3.955
"59386",4.000,185.000,42.000,0.750,0.250,0.500,0.500,-0.603,-1.615,0.246,-110.461
"59402",12.000,209.000,111.000,0.500,0.500,0.500,0.500,0.182,-0.905,0.132,-78.627
"59477",10.000,212.000,106.000,0.333,0.667,0.400,0.600,-0.194,-0.831,0.122,-103.165
"59485",4.000,188.000,47.000,0.250,0.750,0.500,0.500,-2.082,-1.445,0.362,-145.239
"59642",8.000,223.000,69.000,0.500,0.500,0.667,0.333,-2.376,-1.680,0.416,-144.733